tupleNew__locationName,tupleNew__ribbon,tupleNew__propType,tupleNew__bOld,tupleNew__priceValWrap,tupleNew__perSqftWrap,tupleNew__area1Type,tupleNew__area2Type,tupleNew__areaType,tupleNew__area1Type 2,tupleNew__area2Type 2,tupleNew__possessionBy
NG Complex,RESALE,"in Marol, Mumbai",1 BHK Flat,₹1.1 Cr,"₹22,916 /sqft",480 sqft,(45 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
raaj kamal parel mumbai,RESALE,"in Parel, Mumbai",1 BHK Flat,₹1.35 Cr,"₹34,615 /sqft",390 sqft,(36 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Valencia Apartment,RESALE,"in Wadala East, Mumbai",1 BHK Flat,₹1.21 Cr,"₹27,500 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Valencia Apartment,RESALE,"in Wadala East, Mumbai",1 BHK Flat,₹1.16 Cr,"₹20,173 /sqft",575 sqft,(53 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Maverick Mooldeep,RESALE,"in Mulund West, Mumbai",1 BHK Flat,₹1.25 Cr,"₹21,331 /sqft",586 sqft,(54 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
ashar mapal acacia,RESALE,"in Mulund West, Mumbai",1 BHK Flat,₹1.15 Cr,"₹27,058 /sqft",425 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Valencia Apartment,RESALE,"in Wadala East, Mumbai",1 BHK Flat,₹1.17 Cr,"₹21,272 /sqft",550 sqft,(51 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Lodha New Cuffe Parade,RESALE,"in Wadala, Mumbai",1 BHK Flat,₹1.98 Cr,"₹38,521 /sqft",514 sqft,(48 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Lodha Altia,RESALE,"in Wadala, Mumbai",1 BHK Flat,₹1.6 Cr,"₹31,128 /sqft",514 sqft,(48 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Gauri Excellency,RESALE,"in Charkop, Kandivali West",1 BHK Flat,₹1.25 Cr,"₹27,352 /sqft",457 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Vasant Complex,RESALE,"in Mahavir Nagar, Kandivali West",1 BHK Flat,₹1.2 Cr,"₹27,272 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Hiranandani Zen Maple,RESALE,"in Hiranandani Gardens Powai, Mumbai",1 BHK Flat,₹1.75 Cr,"₹45,811 /sqft",382 sqft,(35 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Lodha New Cuffe Parade,RESALE,"in Wadala, Mumbai",1 BHK Flat,₹1.78 Cr,"₹34,901 /sqft",510 sqft,(47 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Lodha Altia,RESALE,"in Wadala, Mumbai",1 BHK Flat,₹1.64 Cr,"₹35,652 /sqft",460 sqft,(43 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Lodha Enchante,RESALE,"in Wadala East, Mumbai",1 BHK Flat,₹1.6 Cr,"₹34,858 /sqft",459 sqft,(43 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Romell Allure,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹1.47 Cr,"₹21,151 /sqft",695 sqft,(65 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Shell Colony,RESALE,"in Chembur, Mumbai",1 BHK Flat,₹95 Lac,"₹21,111 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Godrej Central,RESALE,"in Chembur East, Mumbai",1 BHK Flat,₹1.14 Cr,"₹25,333 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Avilion Green Field,RESALE,"in JVLR, Andheri East",1 BHK Flat,₹1 Cr,"₹25,000 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Lokhandwala Spring Leaf,RESALE,"in Lokhandwala Kandivali East, Mumbai",1 BHK Flat,₹1 Cr,"₹17,391 /sqft",575 sqft,(53 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Godrej Tranquil,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹1.11 Cr,"₹26,462 /sqft",419 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Barkha CHS,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹80 Lac,"₹12,307 /sqft",650 sqft,(60 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
halima residency,RESALE,"in Mazgaon, Mumbai",1 BHK Flat,₹1.17 Cr,"₹37,741 /sqft",310 sqft,(29 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Ekta Bhoomi Garden,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹1.15 Cr,"₹26,806 /sqft",429 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Ekta Bhoomi Garden,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹1.2 Cr,"₹27,972 /sqft",429 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
TMS Raj Hills,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹1.15 Cr,"₹27,511 /sqft",418 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Vasant Complex,RESALE,"in Mahavir Nagar, Kandivali West",1 BHK Flat,₹1.2 Cr,"₹27,272 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Manali Building,RESALE,"in Evershine Nagar, Malad West",1 BHK Flat,₹77 Lac,"₹18,117 /sqft",600 sqft,(56 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Vaibhavlaxmi,RESALE,"in Chembur East, Mumbai",1 BHK Flat,₹90 Lac,"₹22,670 /sqft",397 sqft,(37 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
,,,,,,,,,,,
Vimal Chs,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹1.1 Cr,"₹25,056 /sqft",439 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Rudraksha by Raj Realty,RESALE,"in Dahisar East, Mumbai",1 BHK Flat,₹67 Lac,"₹22,945 /sqft",292 sqft,(27 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Ruparel Pristine,RESALE,"in Ghatkopar East, Mumbai",1 BHK Flat,₹1.25 Cr,"₹17,241 /sqft",725 sqft,(67 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
K Raheja Heights,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹1.4 Cr,"₹33,333 /sqft","1,020 sqft",(95 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
K Raheja Heights,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹1.35 Cr,"₹30,000 /sqft","1,040 sqft",(97 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Riddhi Garden,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹1.35 Cr,"₹32,142 /sqft","1,020 sqft",(95 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
BUILDING,RESALE,"in Jvpd Scheme, Vile Parle",1 BHK Flat,₹2.25 Cr,"₹50,000 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
APARTMENT,RESALE,"in Gulmohar Road, Vile Parle",1 BHK Flat,₹2.76 Cr,"₹52,075 /sqft",530 sqft,(49 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
APARTMENT,RESALE,"in Gulmohar Road, Vile Parle",1 BHK Flat,₹2.94 Cr,"₹52,127 /sqft",564 sqft,(52 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
BUILDING,RESALE,"in Andheri East, Mumbai",1 BHK Flat,₹1.15 Cr,"₹27,058 /sqft",425 sqft,(39 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
ANJANESHWAR,RESALE,"in Vile Parle East, Mumbai",1 BHK Flat,₹1.84 Cr,"₹40,000 /sqft",460 sqft,(43 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Signature by Peridot,RESALE,"in Andheri West, Mumbai",1 BHK Flat,₹1.38 Cr,"₹29,677 /sqft",465 sqft,(43 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
CHEMBUR EAST,RESALE,"in Subhash Nagar, Chembur East",1 BHK Flat,₹84.75 Lac,"₹22,601 /sqft",375 sqft,(35 sqm),Built-up Area,1 BHK,(2  Baths),Under Construction
Grodrej bliss,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹98 Lac,"₹23,501 /sqft",417 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
On Request,RESALE,"in Ghatkopar East, Mumbai",1 BHK Flat,₹1.05 Cr,"₹26,808 /sqft",395 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
nakoda height,RESALE,"in Byculla, Mumbai",1 BHK Flat,₹1.8 Cr,"₹36,363 /sqft",495 sqft,(46 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
haveli,RESALE,"in Ghatkopar East, Mumbai",1 BHK Flat,₹1.11 Cr,"₹29,210 /sqft",380 sqft,(35 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Bela Court 2,RESALE,"in Colaba, Mumbai",1 BHK Flat,₹1.9 Cr,"₹38,000 /sqft",620 sqft,(58 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Samartha Ashish Apartment,RESALE,"in Milat Nagar, Andheri West",1 BHK Flat,₹1.85 Cr,"₹37,000 /sqft",700 sqft,(65 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Lodha New Cuffe Parade,RESALE,"in Wadala, Mumbai",1 BHK Flat,₹1.8 Cr,"₹36,809 /sqft",489 sqft,(45 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
ORCHIDS HEIGHTS,RESALE,"in Dindoshi, Malad East",1 BHK Flat,₹82 Lac,"₹12,615 /sqft",650 sqft,(60 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Godrej The Trees,RESALE,"in Vikhroli East, Mumbai",1 BHK Flat,₹1.75 Cr,"₹35,714 /sqft",850 sqft,(79 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Godrej The Trees,RESALE,"in Pirojshanagar, Vikhroli East",1 BHK Flat,₹1.75 Cr,"₹35,934 /sqft",665 sqft,(62 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Godrej The Trees,RESALE,"in Vikhroli East, Mumbai",1 BHK Flat,₹1.8 Cr,"₹40,000 /sqft",680 sqft,(63 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Godrej The Trees,RESALE,"in Vikhroli East, Mumbai",1 BHK Flat,₹1.75 Cr,"₹35,353 /sqft",755 sqft,(70 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
chandak Chembur,RESALE,"in Chembur, Mumbai",1 BHK Flat,₹1.18 Cr,"₹21,071 /sqft",560 sqft,(52 sqm),Built-up Area,1 BHK,(2  Baths),Under Construction
on request,RESALE,"in Juhu Scheme, Mumbai",1 BHK Flat,₹2.1 Cr,"₹46,666 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Alaziz CHS,RESALE,"in Dongri, Umerkhadi, Mumbai",1 BHK Flat,₹80 Lac,"₹28,571 /sqft",280 sqft,(26 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Shivom Apartment,RESALE,"in Chandivali, Mumbai",1 BHK Flat,₹1.1 Cr,"₹19,130 /sqft",575 sqft,(53 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
MHADA Complex,RESALE,"in Chandivali, Mumbai",1 BHK Flat,₹91.5 Lac,"₹16,636 /sqft",550 sqft,(51 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Shiv Om CHS,RESALE,"in Chandivali, Mumbai",1 BHK Flat,₹1.15 Cr,"₹22,115 /sqft","1,000 sqft",(93 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
MHADA Complex,RESALE,"in Chandivali, Mumbai",1 BHK Flat,₹1.05 Cr,"₹21,875 /sqft",480 sqft,(45 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
MHADA Complex,RESALE,"in Chandivali, Mumbai",1 BHK Flat,₹98 Lac,"₹17,818 /sqft",550 sqft,(51 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
MHADA Complex,RESALE,"in Chandivali, Mumbai",1 BHK Flat,₹67 Lac,"₹16,341 /sqft",410 sqft,(38 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Dynasty Apartment,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹92 Lac,"₹15,862 /sqft",580 sqft,(54 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Bhoomi Elegant,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹93 Lac,"₹15,245 /sqft",610 sqft,(57 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Barkha CHS,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹91 Lac,"₹23,333 /sqft",390 sqft,(36 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Sunbeam Swastik Park,RESALE,"in Nahur, Bhandup West",1 BHK Flat,₹89 Lac,"₹22,588 /sqft",394 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Skyline Sparkle,RESALE,"in Nahur, Bhandup West",1 BHK Flat,₹95 Lac,"₹24,111 /sqft",394 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Rustomjee Bella,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹84 Lac,"₹25,766 /sqft",326 sqft,(30 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Samarth Garden,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹99 Lac,"₹20,582 /sqft",750 sqft,(70 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Kings Heights,RESALE,"in Nahur East, Bhandup",1 BHK Flat,₹85 Lac,"₹17,000 /sqft",500 sqft,(46 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Hiranandani Regent Hill,RESALE,"in Hiranandani Gardens Powai, Mumbai",1 BHK Flat,₹1.57 Cr,"₹41,315 /sqft",600 sqft,(56 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Mauli Pride 2,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹90 Lac,"₹23,076 /sqft",390 sqft,(36 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Avalon Paradise,RESALE,in Sunder Nagar,1 BHK Flat,₹1.42 Cr,"₹33,023 /sqft",560 sqft,(52 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Suraj Vitalis,RESALE,"in Mahim West, Mumbai",1 BHK Flat,₹2.4 Cr,"₹54,298 /sqft",442 sqft,(41 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Bhoomi Elegant,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹97 Lac,"₹22,045 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
The L & T Reality Centrona,RESALE,"in Ghatkopar East, Mumbai",1 BHK Flat,₹1.17 Cr,"₹27,209 /sqft",430 sqft,(40 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Sumer Tower,RESALE,"in Byculla East, Mumbai",1 BHK Flat,₹2.25 Cr,"₹33,088 /sqft",680 sqft,(63 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Amardeep Anutham,RESALE,"in Mulund East, Mumbai",1 BHK Flat,₹1.35 Cr,"₹26,470 /sqft",510 sqft,(47 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Amardeep Anutham,RESALE,"in Mulund East, Mumbai",1 BHK Flat,₹1.2 Cr,"₹27,586 /sqft",435 sqft,(40 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Asmitha Jyothi CHS,RESALE,"in Malad West, Mumbai",1 BHK Flat,₹78 Lac,"₹12,765 /sqft",611 sqft,(57 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Chandak Highscape,RESALE,"in Chembur East, Mumbai",1 BHK Flat,₹1.18 Cr,"₹26,818 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Darshan Navkar Darshan,RESALE,"in Byculla, Mumbai",1 BHK Flat,₹2.4 Cr,"₹43,636 /sqft",550 sqft,(51 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Hiranandani Zen Maple,RESALE,"in Hiranandani Gardens Powai, Mumbai",1 BHK Flat,₹1.45 Cr,"₹37,958 /sqft",650 sqft,(60 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Evening Glory CHS,RESALE,"in Raheja Vihar, Chandivali",1 BHK Flat,₹1 Cr,"₹17,094 /sqft",585 sqft,(54 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Lakeside CHS,RESALE,"in Raheja Vihar, Chandivali",1 BHK Flat,₹1.2 Cr,"₹24,640 /sqft",687 sqft,(64 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Naman Premier,RESALE,"in Marol, Mumbai",1 BHK Flat,₹1.25 Cr,"₹26,881 /sqft",605 sqft,(56 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Greenfields B Heaven View CHS Ltd,RESALE,"in JVLR, Andheri East",1 BHK Flat,₹95 Lac,"₹20,879 /sqft",455 sqft,(42 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Yashwant Nagar,RESALE,"in virar west, Mumbai",1 BHK Flat,₹32.5 Lac,"₹10,317 /sqft",315 sqft,(29 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
New Mahda Complex,RESALE,"in mira road, Mumbai",1 BHK Flat,₹32 Lac,"₹14,222 /sqft",225 sqft,(21 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
New Mahda Complex,RESALE,"in Mira Road, Mumbai",1 BHK Flat,₹51 Lac,"₹15,315 /sqft",333 sqft,(31 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
New Mahada,RESALE,"in mira road, Mumbai",1 BHK Flat,₹49 Lac,"₹14,714 /sqft",333 sqft,(31 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Svarna Kojagiri,RESALE,"in Jay Prakash Nagar, Goregaon West",1 BHK Flat,₹1 Cr,"₹27,700 /sqft",361 sqft,(34 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Paras Golden Touch,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹1.05 Cr,"₹16,153 /sqft",650 sqft,(60 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Vasudeo Heights,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹98 Lac,"₹24,438 /sqft",700 sqft,(65 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
goregaon sv road chs,RESALE,"in Goregaon West, Mumbai",1 BHK Flat,₹1.11 Cr,"₹14,509 /sqft",765 sqft,(71 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Unique Aspen Park,RESALE,"in Goregaon East, Mumbai",1 BHK Flat,₹1.32 Cr,"₹2,230 /sqft","5,920 sqft",(550 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
atria goregaon w,RESALE,"in Goregaon West, Mumbai",1 BHK Flat,₹1.12 Cr,"₹19,649 /sqft",570 sqft,(53 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Kanakia Sevens,RESALE,"in Marol, Mumbai",1 BHK Flat,₹1.32 Cr,"₹27,216 /sqft",485 sqft,(45 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Sheth Vasant Oasis,RESALE,"in Marol, Mumbai",1 BHK Flat,₹1.35 Cr,"₹31,034 /sqft",435 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
Corolla Jewel,RESALE,"in Raje Shivaji Nagar, Marol",1 BHK Flat,₹1.1 Cr,"₹16,923 /sqft",650 sqft,(60 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Autumn Grove,RESALE,"in Lokhandwala Kandivali East, Mumbai",1 BHK Flat,₹70 Lac,"₹22,222 /sqft",315 sqft,(29 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Prabhat Residency,RESALE,"in Golibar, Santacruz East",1 BHK Flat,₹1.38 Cr,"₹30,941 /sqft",446 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Choice,RESALE,"in Garodia Nagar, Ghatkopar East",1 BHK Flat,₹1.4 Cr,"₹29,350 /sqft",477 sqft,(44 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
shimpoli borivali west,RESALE,"in Shimpoli, Borivali West",1 BHK Flat,₹1.4 Cr,"₹29,787 /sqft",470 sqft,(44 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Ultra Society,RESALE,"in Mahim West, Mumbai",1 BHK Flat,₹1.7 Cr,"₹46,195 /sqft",368 sqft,(34 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Sunderdham CHS,RESALE,"in Borivali West, Mumbai",1 BHK Flat,₹1.15 Cr,"₹24,468 /sqft",470 sqft,(44 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Vardhaman Heights,RESALE,"in Borivali West, Mumbai",1 BHK Flat,₹1.46 Cr,"₹33,953 /sqft",430 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Navjyot chs,RESALE,"in Dahanukar Wadi, Kandivali West",1 BHK Flat,₹1.1 Cr,"₹27,848 /sqft",395 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Anand CHS,RESALE,"in Azad Nagar, Andheri West",1 BHK Flat,₹1.18 Cr,"₹32,152 /sqft",367 sqft,(34 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Sushanku,RESALE,"in Tilak Nagar, Goregaon West",1 BHK Flat,₹1.07 Cr,"₹25,058 /sqft",427 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Neelkanth,RESALE,"in Kastur Park, Borivali West",1 BHK Flat,₹1.3 Cr,"₹31,630 /sqft",411 sqft,(38 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Kaveri,RESALE,"in Dattaguru Nagar, Andheri West",1 BHK Flat,₹1.6 Cr,"₹34,115 /sqft",469 sqft,(44 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Kalpataru Vivant,RESALE,"in JVLR, Andheri East",1 BHK Flat,₹1.49 Cr,"₹33,940 /sqft",439 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
RNA NG Suncity Phase 2,RESALE,"in Thakur Village, Kandivali East",1 BHK Flat,₹90 Lac,"₹21,686 /sqft",415 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Rna NG Suncity Phase 3,RESALE,"in Thakur Village, Kandivali East",1 BHK Flat,₹85 Lac,"₹22,972 /sqft",370 sqft,(34 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Sai baba Apartment,RESALE,"in Jai Hind Nagar, Khar, Mumbai",1 BHK Flat,₹1.1 Cr,"₹36,666 /sqft",300 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Anand Mangal Chs,RESALE,"in Khar East, Mumbai",1 BHK Flat,₹92 Lac,"₹30,666 /sqft",300 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Sheth Clarion,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹1.15 Cr,"₹26,744 /sqft",430 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
roshan nagar,RESALE,"in Borivali West, Mumbai",1 BHK Flat,₹1.4 Cr,"₹31,111 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Red Wood Apartment,RESALE,"in Wadala East, Mumbai",1 BHK Flat,₹92 Lac,"₹21,149 /sqft",435 sqft,(40 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Manjari Arcade,RESALE,"in Govandi, Mumbai",1 BHK Flat,₹1.15 Cr,"₹15,231 /sqft",755 sqft,(70 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Lodha New Cuffe Parade,RESALE,"in Wadala, Mumbai",1 BHK Flat,₹1.65 Cr,"₹32,416 /sqft",750 sqft,(70 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Lodha Ncp,RESALE,"in Wadala East, Mumbai",1 BHK Flat,₹1.65 Cr,"₹22,000 /sqft",750 sqft,(70 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Bhushan Park View,RESALE,"in Chikuwadi, Malad West",1 BHK Flat,₹1.1 Cr,"₹28,205 /sqft",390 sqft,(36 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Manish Kaveri CHS,RESALE,"in Manish Nagar, Andheri West",1 BHK Flat,₹1.45 Cr,"₹41,428 /sqft",350 sqft,(33 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Conwood Astoria,RESALE,"in Umershetpada, Goregaon East",1 BHK Flat,₹1.25 Cr,"₹20,161 /sqft",620 sqft,(58 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Riddhi Avenue,RESALE,"in Borivali West, Mumbai",1 BHK Flat,₹1.1 Cr,"₹25,581 /sqft",430 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Prarthana Griha Rajkamal Park,RESALE,"in Parel, Mumbai",1 BHK Flat,₹1.35 Cr,"₹30,000 /sqft",450 sqft,(42 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Kanakia The Discovery,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹1.2 Cr,"₹26,666 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Silicon Park,RESALE,"in Jankalyan Nagar, Malad West",1 BHK Flat,₹82 Lac,"₹11,714 /sqft",700 sqft,(65 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Silicon Park,RESALE,"in Jankalyan Nagar, Malad West",1 BHK Flat,₹83 Lac,"₹11,857 /sqft",700 sqft,(65 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
SD Siennaa,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹1.2 Cr,"₹27,972 /sqft",429 sqft,(40 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
highland,RESALE,"in Marol, Mumbai",1 BHK Flat,₹94 Lac,"₹22,926 /sqft",475 sqft,(44 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
DURGA CHAMBERS,RESALE,"in Andheri East, Mumbai",1 BHK Flat,₹92 Lac,"₹14,153 /sqft",650 sqft,(60 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
KALPATARU'S VIVANT,RESALE,"in JVLR, Andheri East",1 BHK Flat,₹1.28 Cr,"₹29,157 /sqft",715 sqft,(66 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
Atul Blue Fortuna,RESALE,"in Marol, Mumbai",1 BHK Flat,₹1.47 Cr,"₹29,817 /sqft",705 sqft,(66 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
